dataset,n,resTubo,metodo,tiempo
peor-caso-BT,1,9,FB,0.000726
peor-caso-BT,2,18,FB,0.000731
peor-caso-BT,3,29,FB,0.000764
peor-caso-BT,4,37,FB,0.000823
peor-caso-BT,5,45,FB,0.000889
peor-caso-BT,6,58,FB,0.001035
peor-caso-BT,7,67,FB,0.001218
peor-caso-BT,8,74,FB,0.001532
peor-caso-BT,9,86,FB,0.001954
peor-caso-BT,10,95,FB,0.002907
peor-caso-BT,11,103,FB,0.004717
peor-caso-BT,12,108,FB,0.007967
peor-caso-BT,13,127,FB,0.015131
peor-caso-BT,14,126,FB,0.028277
peor-caso-BT,15,139,FB,0.055305
peor-caso-BT,16,152,FB,0.109882
peor-caso-BT,17,163,FB,0.21222
peor-caso-BT,18,178,FB,0.42846
peor-caso-BT,19,189,FB,0.843025
peor-caso-BT,20,195,FB,1.68604
peor-caso-BT,21,197,FB,3.38033
peor-caso-BT,22,209,FB,6.79211
peor-caso-BT,23,222,FB,13.4785
peor-caso-BT,24,233,FB,26.7335
peor-caso-BT,25,228,FB,53.6895
entran-muchos-BT,1,9,FB,0.000721
entran-muchos-BT,2,18,FB,0.000765
entran-muchos-BT,3,28,FB,0.000777
entran-muchos-BT,4,37,FB,0.000835
entran-muchos-BT,5,45,FB,0.0009
entran-muchos-BT,6,57,FB,0.00102
entran-muchos-BT,7,69,FB,0.001119
entran-muchos-BT,8,75,FB,0.001373
entran-muchos-BT,9,82,FB,0.001829
entran-muchos-BT,10,92,FB,0.002696
entran-muchos-BT,11,104,FB,0.004435
entran-muchos-BT,12,115,FB,0.007901
entran-muchos-BT,13,118,FB,0.014817
entran-muchos-BT,14,139,FB,0.028863
entran-muchos-BT,15,148,FB,0.056257
entran-muchos-BT,16,144,FB,0.111418
entran-muchos-BT,17,167,FB,0.221406
entran-muchos-BT,18,172,FB,0.440089
entran-muchos-BT,19,185,FB,0.883828
entran-muchos-BT,20,193,FB,1.76029
entran-muchos-BT,21,200,FB,3.54723
entran-muchos-BT,22,213,FB,7.06186
entran-muchos-BT,23,213,FB,14.1051
entran-muchos-BT,24,229,FB,28.2253
entran-muchos-BT,25,234,FB,56.4415
entran-pocos-BT,1,9,FB,0.000748
entran-pocos-BT,2,18,FB,0.00077
entran-pocos-BT,3,28,FB,0.000817
entran-pocos-BT,4,36,FB,0.000856
entran-pocos-BT,5,45,FB,0.000903
entran-pocos-BT,6,58,FB,0.001013
entran-pocos-BT,7,64,FB,0.001131
entran-pocos-BT,8,78,FB,0.001309
entran-pocos-BT,9,85,FB,0.001712
entran-pocos-BT,10,94,FB,0.002489
entran-pocos-BT,11,105,FB,0.00418
entran-pocos-BT,12,117,FB,0.007346
entran-pocos-BT,13,129,FB,0.013674
entran-pocos-BT,14,130,FB,0.026219
entran-pocos-BT,15,144,FB,0.051302
entran-pocos-BT,16,157,FB,0.101351
entran-pocos-BT,17,165,FB,0.201548
entran-pocos-BT,18,175,FB,0.402232
entran-pocos-BT,19,174,FB,0.802464
entran-pocos-BT,20,184,FB,1.60411
entran-pocos-BT,21,203,FB,3.21313
entran-pocos-BT,22,200,FB,6.42485
entran-pocos-BT,23,211,FB,12.8626
entran-pocos-BT,24,227,FB,26.0342
entran-pocos-BT,25,242,FB,52.0413
peor-caso-BT,1,9,BT,0.000781
peor-caso-BT,2,18,BT,0.000811
peor-caso-BT,3,29,BT,0.000858
peor-caso-BT,4,37,BT,0.000922
peor-caso-BT,5,45,BT,0.000904
peor-caso-BT,6,58,BT,0.001073
peor-caso-BT,7,67,BT,0.001196
peor-caso-BT,8,74,BT,0.001478
peor-caso-BT,9,86,BT,0.001925
peor-caso-BT,10,95,BT,0.002256
peor-caso-BT,11,103,BT,0.003737
peor-caso-BT,12,108,BT,0.005598
peor-caso-BT,13,127,BT,0.009009
peor-caso-BT,14,126,BT,0.014854
peor-caso-BT,15,139,BT,0.027399
peor-caso-BT,16,152,BT,0.045638
peor-caso-BT,17,163,BT,0.075551
peor-caso-BT,18,178,BT,0.203963
peor-caso-BT,19,189,BT,0.283998
peor-caso-BT,20,195,BT,0.518246
peor-caso-BT,21,197,BT,1.05608
peor-caso-BT,22,209,BT,2.48082
peor-caso-BT,23,222,BT,4.01397
peor-caso-BT,24,233,BT,7.61749
peor-caso-BT,25,228,BT,13.7376
entran-muchos-BT,1,9,BT,0.000763
entran-muchos-BT,2,18,BT,0.000788
entran-muchos-BT,3,28,BT,0.000816
entran-muchos-BT,4,37,BT,0.000814
entran-muchos-BT,5,45,BT,0.000845
entran-muchos-BT,6,57,BT,0.000838
entran-muchos-BT,7,69,BT,0.000904
entran-muchos-BT,8,75,BT,0.001057
entran-muchos-BT,9,82,BT,0.001095
entran-muchos-BT,10,92,BT,0.001149
entran-muchos-BT,11,104,BT,0.001206
entran-muchos-BT,12,115,BT,0.001242
entran-muchos-BT,13,118,BT,0.001274
entran-muchos-BT,14,139,BT,0.002936
entran-muchos-BT,15,148,BT,0.003174
entran-muchos-BT,16,144,BT,0.003949
entran-muchos-BT,17,167,BT,0.005086
entran-muchos-BT,18,172,BT,0.004716
entran-muchos-BT,19,185,BT,0.006575
entran-muchos-BT,20,193,BT,0.023892
entran-muchos-BT,21,200,BT,0.02746
entran-muchos-BT,22,213,BT,0.008788
entran-muchos-BT,23,213,BT,0.039178
entran-muchos-BT,24,229,BT,0.048088
entran-muchos-BT,25,234,BT,0.053696
entran-pocos-BT,1,9,BT,0.000786
entran-pocos-BT,2,18,BT,0.000804
entran-pocos-BT,3,28,BT,0.000823
entran-pocos-BT,4,36,BT,0.000846
entran-pocos-BT,5,45,BT,0.000856
entran-pocos-BT,6,58,BT,0.000859
entran-pocos-BT,7,64,BT,0.000837
entran-pocos-BT,8,78,BT,0.000832
entran-pocos-BT,9,85,BT,0.00081
entran-pocos-BT,10,94,BT,0.000801
entran-pocos-BT,11,105,BT,0.001114
entran-pocos-BT,12,117,BT,0.001189
entran-pocos-BT,13,129,BT,0.001201
entran-pocos-BT,14,130,BT,0.001231
entran-pocos-BT,15,144,BT,0.001279
entran-pocos-BT,16,157,BT,0.001357
entran-pocos-BT,17,165,BT,0.001424
entran-pocos-BT,18,175,BT,0.001501
entran-pocos-BT,19,174,BT,0.001566
entran-pocos-BT,20,184,BT,0.001643
entran-pocos-BT,21,203,BT,0.005051
entran-pocos-BT,22,200,BT,0.006675
entran-pocos-BT,23,211,BT,0.00766
entran-pocos-BT,24,227,BT,0.008551
entran-pocos-BT,25,242,BT,0.009541
mejor-caso-BT-F,1,10,BT,0.000791
mejor-caso-BT-F,1,10,BT-F,0.000809
mejor-caso-BT-F,1,10,BT-O,0.000862
mejor-caso-BT-F,2,20,BT,0.000829
mejor-caso-BT-F,2,20,BT-F,0.000847
mejor-caso-BT-F,2,20,BT-O,0.000926
mejor-caso-BT-F,3,30,BT,0.000816
mejor-caso-BT-F,3,30,BT-F,0.000822
mejor-caso-BT-F,3,30,BT-O,0.000944
mejor-caso-BT-F,4,40,BT,0.000841
mejor-caso-BT-F,4,40,BT-F,0.000835
mejor-caso-BT-F,4,40,BT-O,0.000999
mejor-caso-BT-F,5,50,BT,0.000832
mejor-caso-BT-F,5,50,BT-F,0.000855
mejor-caso-BT-F,5,50,BT-O,0.001095
mejor-caso-BT-F,6,60,BT,0.000808
mejor-caso-BT-F,6,60,BT-F,0.000837
mejor-caso-BT-F,6,60,BT-O,0.001249
mejor-caso-BT-F,7,70,BT,0.000834
mejor-caso-BT-F,7,70,BT-F,0.00085
mejor-caso-BT-F,7,70,BT-O,0.001424
mejor-caso-BT-F,8,80,BT,0.000823
mejor-caso-BT-F,8,80,BT-F,0.00083
mejor-caso-BT-F,8,80,BT-O,0.001806
mejor-caso-BT-F,9,90,BT,0.000794
mejor-caso-BT-F,9,90,BT-F,0.000846
mejor-caso-BT-F,9,90,BT-O,0.002566
mejor-caso-BT-F,10,100,BT,0.000814
mejor-caso-BT-F,10,100,BT-F,0.000864
mejor-caso-BT-F,10,100,BT-O,0.003987
mejor-caso-BT-F,11,110,BT,0.000875
mejor-caso-BT-F,11,110,BT-F,0.000901
mejor-caso-BT-F,11,110,BT-O,0.00689
mejor-caso-BT-F,12,120,BT,0.000818
mejor-caso-BT-F,12,120,BT-F,0.000845
mejor-caso-BT-F,12,120,BT-O,0.012642
mejor-caso-BT-F,13,130,BT,0.000847
mejor-caso-BT-F,13,130,BT-F,0.00086
mejor-caso-BT-F,13,130,BT-O,0.023965
mejor-caso-BT-F,14,140,BT,0.00084
mejor-caso-BT-F,14,140,BT-F,0.000895
mejor-caso-BT-F,14,140,BT-O,0.046671
mejor-caso-BT-F,15,150,BT,0.000869
mejor-caso-BT-F,15,150,BT-F,0.000904
mejor-caso-BT-F,15,150,BT-O,0.091896
mejor-caso-BT-F,16,160,BT,0.000878
mejor-caso-BT-F,16,160,BT-F,0.000884
mejor-caso-BT-F,16,160,BT-O,0.183155
mejor-caso-BT-F,17,170,BT,0.000862
mejor-caso-BT-F,17,170,BT-F,0.000862
mejor-caso-BT-F,17,170,BT-O,0.366846
mejor-caso-BT-F,18,180,BT,0.000864
mejor-caso-BT-F,18,180,BT-F,0.000911
mejor-caso-BT-F,18,180,BT-O,0.732422
mejor-caso-BT-F,19,190,BT,0.0009
mejor-caso-BT-F,19,190,BT-F,0.000922
mejor-caso-BT-F,19,190,BT-O,1.46318
mejor-caso-BT-F,20,200,BT,0.000871
mejor-caso-BT-F,20,200,BT-F,0.000899
mejor-caso-BT-F,20,200,BT-O,2.9226
mejor-caso-BT-F,21,210,BT,0.000898
mejor-caso-BT-F,21,210,BT-F,0.000906
mejor-caso-BT-F,21,210,BT-O,5.80661
